name,mos
cauliflower_geo_26_col_26.ply,0.8720621667999999
cauliflower_geo_26_col_32.ply,0.8947069543999999
cauliflower_geo_26_col_38.ply,0.7897371118
cauliflower_geo_26_col_44.ply,0.5822488108
cauliflower_geo_26_col_50.ply,0.4174612013
cauliflower_geo_32_col_26.ply,0.8661105975
cauliflower_geo_32_col_32.ply,0.8504592101
cauliflower_geo_32_col_38.ply,0.8166321716999999
cauliflower_geo_32_col_44.ply,0.6538341444
cauliflower_geo_32_col_50.ply,0.44404413159999995
cauliflower_geo_38_col_26.ply,0.8193663428000001
cauliflower_geo_38_col_32.ply,0.7558424576
cauliflower_geo_38_col_38.ply,0.705368655
cauliflower_geo_38_col_44.ply,0.6345693263
cauliflower_geo_38_col_50.ply,0.4083049936
cauliflower_geo_44_col_26.ply,0.5473559138
cauliflower_geo_44_col_32.ply,0.5573359505
cauliflower_geo_44_col_38.ply,0.49521469920000005
cauliflower_geo_44_col_44.ply,0.40665587160000005
cauliflower_geo_44_col_50.ply,0.3008829305
cauliflower_geo_50_col_26.ply,0.3629626352
cauliflower_geo_50_col_32.ply,0.2865014645
cauliflower_geo_50_col_38.ply,0.2568950851
cauliflower_geo_50_col_44.ply,0.2645332869
cauliflower_geo_50_col_50.ply,0.213149532
flowerpot_geo_26_col_26.ply,0.8679467089999999
flowerpot_geo_26_col_32.ply,0.8666088587
flowerpot_geo_26_col_38.ply,0.8572335130000001
flowerpot_geo_26_col_44.ply,0.8080124628
flowerpot_geo_26_col_50.ply,0.6447383213
flowerpot_geo_32_col_26.ply,0.8189446911000001
flowerpot_geo_32_col_32.ply,0.8089103366
flowerpot_geo_32_col_38.ply,0.7265340567
flowerpot_geo_32_col_44.ply,0.7604629405
flowerpot_geo_32_col_50.ply,0.6074870466
flowerpot_geo_38_col_26.ply,0.6514095838999999
flowerpot_geo_38_col_32.ply,0.620622075
flowerpot_geo_38_col_38.ply,0.5918671483
flowerpot_geo_38_col_44.ply,0.5324044180999999
flowerpot_geo_38_col_50.ply,0.4549946523
flowerpot_geo_44_col_26.ply,0.3643043802
