name,mos
cauliflower_geo_26_col_26.ply,8.720621668
cauliflower_geo_26_col_32.ply,8.947069544
cauliflower_geo_26_col_38.ply,7.897371118
cauliflower_geo_26_col_44.ply,5.822488108
cauliflower_geo_26_col_50.ply,4.174612013
cauliflower_geo_32_col_26.ply,8.661105975
cauliflower_geo_32_col_32.ply,8.504592101
cauliflower_geo_32_col_38.ply,8.166321716999999
cauliflower_geo_32_col_44.ply,6.538341444
cauliflower_geo_32_col_50.ply,4.440441315999999
cauliflower_geo_38_col_26.ply,8.193663428
cauliflower_geo_38_col_32.ply,7.558424576
cauliflower_geo_38_col_38.ply,7.05368655
cauliflower_geo_38_col_44.ply,6.345693262999999
cauliflower_geo_38_col_50.ply,4.083049936
cauliflower_geo_44_col_26.ply,5.473559138000001
cauliflower_geo_44_col_32.ply,5.573359504999999
cauliflower_geo_44_col_38.ply,4.952146992
cauliflower_geo_44_col_44.ply,4.066558716
cauliflower_geo_44_col_50.ply,3.008829305
cauliflower_geo_50_col_26.ply,3.629626352
cauliflower_geo_50_col_32.ply,2.8650146450000005
cauliflower_geo_50_col_38.ply,2.568950851
cauliflower_geo_50_col_44.ply,2.6453328689999998
cauliflower_geo_50_col_50.ply,2.13149532
flowerpot_geo_26_col_26.ply,8.67946709
flowerpot_geo_26_col_32.ply,8.666088587
flowerpot_geo_26_col_38.ply,8.57233513
flowerpot_geo_26_col_44.ply,8.080124628
flowerpot_geo_26_col_50.ply,6.447383213
flowerpot_geo_32_col_26.ply,8.189446911000001
flowerpot_geo_32_col_32.ply,8.089103366
flowerpot_geo_32_col_38.ply,7.265340567000001
flowerpot_geo_32_col_44.ply,7.604629405
flowerpot_geo_32_col_50.ply,6.074870466
flowerpot_geo_38_col_26.ply,6.514095838999999
flowerpot_geo_38_col_32.ply,6.20622075
flowerpot_geo_38_col_38.ply,5.918671483
flowerpot_geo_38_col_44.ply,5.324044181
flowerpot_geo_38_col_50.ply,4.549946523
flowerpot_geo_44_col_26.ply,3.643043802
flowerpot_geo_44_col_32.ply,3.777810687
flowerpot_geo_44_col_38.ply,4.118511638999999
flowerpot_geo_44_col_44.ply,4.0795684229999996
flowerpot_geo_44_col_50.ply,3.162238645
flowerpot_geo_50_col_26.ply,2.457202116
flowerpot_geo_50_col_32.ply,2.6379693059999996
flowerpot_geo_50_col_38.ply,2.417151636
flowerpot_geo_50_col_44.ply,2.679966162
flowerpot_geo_50_col_50.ply,2.003116253
house_geo_26_col_26.ply,8.898964813000001
house_geo_26_col_32.ply,8.912050798
house_geo_26_col_38.ply,8.322674795000001
house_geo_26_col_44.ply,6.631566123000001
house_geo_26_col_50.ply,3.109675568
house_geo_32_col_26.ply,9.223483609999999
house_geo_32_col_32.ply,8.993803659
house_geo_32_col_38.ply,8.385605946
house_geo_32_col_44.ply,6.082084148
house_geo_32_col_50.ply,2.831897294
house_geo_38_col_26.ply,8.110341129
house_geo_38_col_32.ply,8.285094578
house_geo_38_col_38.ply,7.968404118
house_geo_38_col_44.ply,5.217337422
house_geo_38_col_50.ply,2.557062624
house_geo_44_col_26.ply,6.150579908999999
house_geo_44_col_32.ply,6.488505390999999
house_geo_44_col_38.ply,6.312681981
house_geo_44_col_44.ply,4.790977713
house_geo_44_col_50.ply,1.6500956500000004
